Valeur fonciere,Surface reelle bati,Commune,Code postal,Date mutation,Nature mutation,prix_au_m2,mois,trimestre,categorie_prix,categorie_surface
1045000.0,87,PARIS 16,75016,2023-08-01,Vente,12011.49,8,3,>1M,80-120 m²
552000.0,134,PALAISEAU,91120,2023-06-20,Vente,4119.4,6,2,500k-1M,>120 m²
560000.0,149,MIMET,13105,2023-04-26,Vente,3758.39,4,2,500k-1M,>120 m²
324500.0,92,EMERAINVILLE,77184,2023-03-27,Vente,3527.17,3,1,250k-500k,80-120 m²
87300.0,23,MORANGIS,91420,2023-06-21,Vente,3795.65,6,2,<100k,<30 m²
35000.0,100,BRESSUIRE,79300,2023-12-01,Vente,350.0,12,4,<100k,80-120 m²
400000.0,161,LA SEYNE SUR MER,83500,2023-05-26,Vente,2484.47,5,2,250k-500k,>120 m²
55000.0,46,BARNEVILLE-CARTERET,50270,2023-03-01,Vente,1195.65,3,1,<100k,30-50 m²
125000.0,110,BOULOGNE SUR MER,62200,2023-11-30,Vente,1136.36,11,4,100k-250k,80-120 m²
77000.0,87,PIA,66380,2023-04-05,Vente,885.06,4,2,<100k,80-120 m²
392000.0,74,NICE,6100,2023-06-16,Vente,5297.3,6,2,250k-500k,50-80 m²
194011.36,20,ARQUES-LA-BATAILLE,76880,2023-03-09,Vente,9700.57,3,1,100k-250k,<30 m²
171650.0,90,GIEZ,74210,2023-03-06,Vente,1907.22,3,1,100k-250k,80-120 m²
414600.0,44,PARIS 10,75010,2023-06-29,Vente,9422.73,6,2,250k-500k,30-50 m²
165000.0,40,CERGY,95000,2023-07-21,Vente,4125.0,7,3,100k-250k,30-50 m²
1289520.0,427,SAINT-JEAN-DU-GARD,30270,2023-11-17,Vente,3019.95,11,4,>1M,>120 m²
183500.0,60,MARSEILLE 1ER,13001,2023-04-04,Vente,3058.33,4,2,100k-250k,50-80 m²
238600.0,107,CENON,33150,2023-02-28,Vente,2229.91,2,1,100k-250k,80-120 m²
367000.0,170,FRESQUIENNES,76570,2023-02-22,Vente,2158.82,2,1,250k-500k,>120 m²
88000.0,50,BOURGOIN-JALLIEU,38300,2023-08-30,Vente,1760.0,8,3,<100k,50-80 m²
135000.0,79,LE GRAND BOURG,23240,2023-01-24,Vente,1708.86,1,1,100k-250k,50-80 m²
150000.0,161,SIMANDRE,71290,2023-10-26,Vente,931.68,10,4,100k-250k,>120 m²
166000.0,60,ANNECY,74000,2023-04-11,Vente,2766.67,4,2,100k-250k,50-80 m²
35981.0,24,CAYENNE,97300,2023-05-17,Vente,1499.21,5,2,<100k,<30 m²
56668.0,18,CLICHY,92110,2023-07-06,Vente,3148.22,7,3,<100k,<30 m²
84000.0,33,CORNEBARRIEU,31700,2023-11-16,Vente,2545.45,11,4,<100k,30-50 m²
130000.0,59,REIMS,51100,2023-04-13,Vente,2203.39,4,2,100k-250k,50-80 m²
65000.0,237,FREVENT,62270,2023-03-28,Vente,274.26,3,1,<100k,>120 m²
165000.0,41,LIEUSAINT,77127,2023-09-14,Vente,4024.39,9,3,100k-250k,30-50 m²
135000.0,135,RAY-SUR-SAONE,70130,2023-04-07,Vente,1000.0,4,2,100k-250k,>120 m²
166700.0,77,LA TRINITE,6340,2023-07-12,Vente,2164.94,7,3,100k-250k,50-80 m²
57000.0,60,SAINT-ETIENNE,42100,2023-05-15,Vente,950.0,5,2,<100k,50-80 m²
295000.0,118,FRENCQ,62630,2023-07-13,Vente,2500.0,7,3,250k-500k,80-120 m²
216780.0,45,CABOURG,14390,2023-11-21,Vente,4817.33,11,4,100k-250k,30-50 m²
268000.0,68,VILLEURBANNE,69100,2023-01-06,Vente,3941.18,1,1,250k-500k,50-80 m²
115000.0,125,DECHY,59187,2023-07-07,Vente,920.0,7,3,100k-250k,>120 m²
49000.0,36,SAINT-BRIEUC,22000,2023-07-13,Vente,1361.11,7,3,<100k,30-50 m²
145000.0,84,VILLEFRANCHE-DE-ROUERGUE,12200,2023-05-25,Vente,1726.19,5,2,100k-250k,80-120 m²
110000.0,30,NICE,6300,2023-07-18,Vente,3666.67,7,3,100k-250k,30-50 m²
235000.0,60,BOIS LE ROI,77590,2023-02-01,Vente,3916.67,2,1,100k-250k,50-80 m²
275000.0,115,HOUDAIN,62150,2023-08-07,Vente,2391.3,8,3,250k-500k,80-120 m²
214772.73,18,CLAMART,92140,2023-02-07,Vente,11931.82,2,1,100k-250k,<30 m²
79000.0,17,MARSEILLE 12EME,13012,2023-03-13,Vente,4647.06,3,1,<100k,<30 m²
330000.0,89,ARLES,13104,2023-09-12,Vente,3707.87,9,3,250k-500k,80-120 m²
105000.0,110,SAINT-CERE,46400,2023-06-22,Vente,954.55,6,2,100k-250k,80-120 m²
135000.0,56,SAINT-SEVER,40500,2023-03-24,Vente,2410.71,3,1,100k-250k,50-80 m²
111650.0,93,DOUAI,59500,2023-02-15,Vente,1200.54,2,1,100k-250k,80-120 m²
8200000.0,38,PARIS 13,75013,2023-05-31,Vente,215789.47,5,2,>1M,30-50 m²
127000.0,77,ANCENIS-SAINT-GEREON,44150,2023-12-21,Vente,1649.35,12,4,100k-250k,50-80 m²
292180.0,35,PARIS 11,75011,2023-02-10,Vente,8348.0,2,1,250k-500k,30-50 m²
80000.0,94,SAINT QUENTIN,2100,2023-01-27,Vente,851.06,1,1,<100k,80-120 m²
940000.0,146,BORDEAUX,33000,2023-03-31,Vente,6438.36,3,1,500k-1M,>120 m²
47900.0,40,BONNETABLE,72110,2023-01-20,Vente,1197.5,1,1,<100k,30-50 m²
195000.0,38,COLLIOURE,66190,2023-05-22,Vente,5131.58,5,2,100k-250k,30-50 m²
139000.0,90,ORTHEZ,64300,2023-01-11,Vente,1544.44,1,1,100k-250k,80-120 m²
178500.0,65,SAINT-GEORGES-D'ESPERANCHE,38790,2023-05-23,Vente,2746.15,5,2,100k-250k,50-80 m²
185530.0,80,FRAIZE,88230,2023-10-19,Vente,2319.12,10,4,100k-250k,80-120 m²
235849.0,148,VEULETTES-SUR-MER,76450,2023-04-27,Vente,1593.57,4,2,100k-250k,>120 m²
320000.0,106,RENNES,35700,2023-11-15,Vente,3018.87,11,4,250k-500k,80-120 m²
152000.0,60,PLOUEZEC,22470,2023-08-01,Vente,2533.33,8,3,100k-250k,50-80 m²
125000.0,52,BREHAND,22510,2023-03-06,Vente,2403.85,3,1,100k-250k,50-80 m²
132050.0,55,VESOUL,70000,2023-04-19,Vente,2400.91,4,2,100k-250k,50-80 m²
420290.0,183,LOUVERSEY,27190,2023-04-27,Vente,2296.67,4,2,250k-500k,>120 m²
40000.0,26,HASPARREN,64240,2023-03-28,Vente,1538.46,3,1,<100k,<30 m²
170000.0,47,NICE,6000,2023-12-14,Vente,3617.02,12,4,100k-250k,30-50 m²
220000.0,103,FIRMINY,42700,2023-02-13,Vente,2135.92,2,1,100k-250k,80-120 m²
137000.0,55,PERIGUEUX,24000,2023-04-28,Vente,2490.91,4,2,100k-250k,50-80 m²
149000.0,60,VILLEPINTE,93420,2023-03-31,Vente,2483.33,3,1,100k-250k,50-80 m²
95000.0,97,CHERBONNIERES,17470,2023-02-14,Vente,979.38,2,1,<100k,80-120 m²
82500.0,91,SAINT-PIERRE-DE-MAILLE,86260,2023-05-03,Vente,906.59,5,2,<100k,80-120 m²
746419.0,58,LAMORLAYE,60260,2023-05-31,Vente,12869.29,5,2,500k-1M,50-80 m²
193000.0,128,CONDES,52000,2023-12-20,Vente,1507.81,12,4,100k-250k,>120 m²
798750.0,85,CHAMALIERES,63400,2023-01-26,Vente,9397.06,1,1,500k-1M,80-120 m²
162900.0,49,LILLE,59160,2023-01-31,Vente,3324.49,1,1,100k-250k,30-50 m²
27000.0,35,VAUGNERAY,69670,2023-02-03,Vente,771.43,2,1,<100k,30-50 m²
945000.0,186,TOURS,37000,2023-01-25,Vente,5080.65,1,1,500k-1M,>120 m²
336000.0,47,LEVALLOIS-PERRET,92300,2023-06-21,Vente,7148.94,6,2,250k-500k,30-50 m²
353000.0,42,PARIS 20,75020,2023-09-13,Vente,8404.76,9,3,250k-500k,30-50 m²
430000.0,180,BOULOC,31620,2023-08-18,Vente,2388.89,8,3,250k-500k,>120 m²
215000.0,1450,BOIS ARNAULT,27250,2023-06-30,Vente,148.28,6,2,100k-250k,>120 m²
432000.0,125,REIMS,51100,2023-01-30,Vente,3456.0,1,1,250k-500k,>120 m²
6137208.0,65,VILLIERS-SUR-MARNE,94350,2023-12-11,Vente,94418.58,12,4,>1M,50-80 m²
105000.0,57,EPINAY SUR SEINE,93800,2023-06-28,Vente,1842.11,6,2,100k-250k,50-80 m²
178000.0,134,THUN-L EVEQUE,59141,2023-11-16,Vente,1328.36,11,4,100k-250k,>120 m²
150000.0,58,LES VILLAGES VOVEENS,28150,2023-08-26,Vente,2586.21,8,3,100k-250k,50-80 m²
328000.0,46,PARIS 10,75010,2023-10-20,Vente,7130.43,10,4,250k-500k,30-50 m²
66000.0,25,ROUEN,76100,2023-10-24,Vente,2640.0,10,4,<100k,<30 m²
345000.0,104,PLESSE,44630,2023-09-08,Vente,3317.31,9,3,250k-500k,80-120 m²
254400.0,100,SAINT-PE-DE-BIGORRE,65270,2023-11-27,Vente,2544.0,11,4,250k-500k,80-120 m²
201000.0,88,MEUNG-SUR-LOIRE,45130,2023-11-03,Vente,2284.09,11,4,100k-250k,80-120 m²
168000.0,60,ACHERES,78260,2023-02-28,Vente,2800.0,2,1,100k-250k,50-80 m²
51000.0,23,JAUSIERS,4850,2023-10-03,Vente,2217.39,10,4,<100k,<30 m²
163000.0,85,REYNIES,82370,2023-12-05,Vente,1917.65,12,4,100k-250k,80-120 m²
336000.0,40,BOULOGNE-BILLANCOURT,92100,2023-03-09,Vente,8400.0,3,1,250k-500k,30-50 m²
285000.0,89,MAGNY-EN-VEXIN,95420,2023-05-23,Vente,3202.25,5,2,250k-500k,80-120 m²
240000.0,39,L'ILE-SAINT-DENIS,93450,2023-04-26,Vente,6153.85,4,2,100k-250k,30-50 m²
232763.0,52,MESCHERS-SUR-GIRONDE,17132,2023-06-09,Vente,4476.21,6,2,100k-250k,50-80 m²
138621.0,65,LA MADELEINE,59110,2023-04-18,Vente,2132.63,4,2,100k-250k,50-80 m²
195000.0,209,GONFARON,83590,2023-11-30,Vente,933.01,11,4,100k-250k,>120 m²
157000.0,27,PONTARLIER,25300,2023-05-25,Vente,5814.81,5,2,100k-250k,<30 m²
112800.0,44,LIVRON SUR DROME,26250,2023-12-15,Vente,2563.64,12,4,100k-250k,30-50 m²
220000.0,79,MAGNY-EN-VEXIN,95420,2023-01-27,Vente,2784.81,1,1,100k-250k,50-80 m²
191000.0,88,AUCH,32000,2023-04-28,Vente,2170.45,4,2,100k-250k,80-120 m²
113000.0,70,BILLERE,64140,2023-02-24,Vente,1614.29,2,1,100k-250k,50-80 m²
74000.0,45,LUGNY,71260,2023-11-10,Vente,1644.44,11,4,<100k,30-50 m²
664989.75,261,MARGENCEL,74200,2023-04-03,Vente,2547.85,4,2,500k-1M,>120 m²
170000.0,75,MESSAS,45190,2023-08-10,Vente,2266.67,8,3,100k-250k,50-80 m²
293000.0,60,CLERMONT FERRAND,63000,2023-06-28,Vente,4883.33,6,2,250k-500k,50-80 m²
260000.0,225,PLAISANCE,24560,2023-05-16,Vente,1155.56,5,2,250k-500k,>120 m²
62500.0,56,SAINT-ETIENNE,42100,2023-09-18,Vente,1116.07,9,3,<100k,50-80 m²
615235.0,102,LE ROURET,6650,2023-01-24,Vente,6031.72,1,1,500k-1M,80-120 m²
120000.0,27,SOULEUVRE EN BOCAGE,14350,2023-05-16,Vente,4444.44,5,2,100k-250k,<30 m²
140000.0,70,SAINT-DENIS,93200,2023-02-09,Vente,2000.0,2,1,100k-250k,50-80 m²
270000.0,55,LYON 3EME,69003,2023-07-27,Vente,4909.09,7,3,250k-500k,50-80 m²
200000.0,170,BRAM,11150,2023-03-16,Vente,1176.47,3,1,100k-250k,>120 m²
1980200.0,85,BEAULIEU SUR MER,6310,2023-09-26,Vente,23296.47,9,3,>1M,80-120 m²
280000.0,93,AMBERIEU-EN-BUGEY,1500,2023-05-10,Vente,3010.75,5,2,250k-500k,80-120 m²
480000.0,115,SAINT-JEAN-DE-VEDAS,34430,2023-08-22,Vente,4173.91,8,3,250k-500k,80-120 m²
368420.0,34,SAINT MORILLON,33650,2023-09-25,Vente,10835.88,9,3,250k-500k,30-50 m²
145000.0,45,ERDEVEN,56410,2023-11-10,Vente,3222.22,11,4,100k-250k,30-50 m²
150000.0,58,STAINS,93240,2023-06-29,Vente,2586.21,6,2,100k-250k,50-80 m²
155000.0,72,MONS-EN-BAROEUL,59370,2023-05-24,Vente,2152.78,5,2,100k-250k,50-80 m²
180000.0,65,MARSEILLE 16EME,13016,2023-05-30,Vente,2769.23,5,2,100k-250k,50-80 m²
150000.0,38,CASTELNAU LE LEZ,34170,2023-01-20,Vente,3947.37,1,1,100k-250k,30-50 m²
257143.0,47,MEUDON,92190,2023-09-11,Vente,5471.13,9,3,250k-500k,30-50 m²
429100.0,105,GAP,5000,2023-07-12,Vente,4086.67,7,3,250k-500k,80-120 m²
85000.0,81,LORETZ-D ARGENTON,79290,2023-04-12,Vente,1049.38,4,2,<100k,80-120 m²
350000.0,200,GARGES-LES-GONESSE,95140,2023-03-09,Vente,1750.0,3,1,250k-500k,>120 m²
28000.0,70,HIRSON,2500,2023-03-07,Vente,400.0,3,1,<100k,50-80 m²
180000.0,24,DIJON,21000,2023-08-04,Vente,7500.0,8,3,100k-250k,<30 m²
121000.0,39,LORIENT,56100,2023-03-30,Vente,3102.56,3,1,100k-250k,30-50 m²
235000.0,40,TOULON,83100,2023-02-16,Vente,5875.0,2,1,100k-250k,30-50 m²
145440.0,18,SAINT-CYR-L ECOLE,78210,2023-02-10,Vente en l'état futur d'achèvement,8080.0,2,1,100k-250k,<30 m²
208000.0,35,TRITH-ST-LEGER,59125,2023-06-21,Vente,5942.86,6,2,100k-250k,30-50 m²
300000.0,73,SAINT-JEAN-DE-MONTS,85160,2023-07-19,Vente,4109.59,7,3,250k-500k,50-80 m²
276180.0,122,SAINT-MAGNE-DE-CASTILLON,33350,2023-05-31,Vente,2263.77,5,2,250k-500k,>120 m²
115000.0,60,TOULON,83000,2023-12-12,Vente,1916.67,12,4,100k-250k,50-80 m²
144000.0,44,LE HAILLAN,33185,2023-10-19,Vente,3272.73,10,4,100k-250k,30-50 m²
301000.0,70,MONTAIGUT-EN-COMBRAILLE,63700,2023-02-17,Vente,4300.0,2,1,250k-500k,50-80 m²
69000.0,63,MOISSAC,82200,2023-05-25,Vente,1095.24,5,2,<100k,50-80 m²
199700.0,66,CAUMONT-SUR-DURANCE,84510,2023-03-22,Vente,3025.76,3,1,100k-250k,50-80 m²
155000.0,87,CLEMONT,18410,2023-06-08,Vente,1781.61,6,2,100k-250k,80-120 m²
560000.0,141,PREFAILLES,44770,2023-06-23,Vente,3971.63,6,2,500k-1M,>120 m²
184000.0,55,VALENCIENNES,59300,2023-06-27,Vente en l'état futur d'achèvement,3345.45,6,2,100k-250k,50-80 m²
1560000.0,169,ARCACHON,33120,2023-08-02,Vente,9230.77,8,3,>1M,>120 m²
46000.0,78,VILLON,89740,2023-11-17,Vente,589.74,11,4,<100k,50-80 m²
467500.0,31,BRESLES,60510,2023-02-13,Vente,15080.65,2,1,250k-500k,30-50 m²
110000.0,26,VILLENEUVE-LOUBET,6270,2023-01-13,Vente,4230.77,1,1,100k-250k,<30 m²
285000.0,98,PERIGUEUX,24000,2023-07-07,Vente,2908.16,7,3,250k-500k,80-120 m²
205000.0,41,ARPAJON,91290,2023-04-18,Vente en l'état futur d'achèvement,5000.0,4,2,100k-250k,30-50 m²
149500.0,65,POITIERS,86000,2023-08-25,Vente,2300.0,8,3,100k-250k,50-80 m²
135084.0,48,CLERMONT FERRAND,63100,2023-03-29,Vente,2814.25,3,1,100k-250k,30-50 m²
100000.0,65,SAINT-BRES,30500,2023-08-16,Vente,1538.46,8,3,100k-250k,50-80 m²
245000.0,102,ALBI,81000,2023-09-12,Vente,2401.96,9,3,100k-250k,80-120 m²
138889.0,150,PAYROUX,86350,2023-04-20,Vente,925.93,4,2,100k-250k,>120 m²
243450.0,67,CAHUZAC-SUR-VERE,81140,2023-02-17,Vente,3633.58,2,1,100k-250k,50-80 m²
265500.0,110,CREYSSE,24100,2023-07-27,Vente,2413.64,7,3,250k-500k,80-120 m²
213800.0,95,LA RICAMARIE,42150,2023-12-19,Vente,2250.53,12,4,100k-250k,80-120 m²
166000.0,63,TOURCOING,59200,2023-04-28,Vente,2634.92,4,2,100k-250k,50-80 m²
132000.0,66,SAINT-HILAIRE-LA-CROIX,63440,2023-06-12,Vente,2000.0,6,2,100k-250k,50-80 m²
353600.0,66,LYON 4EME,69004,2023-12-18,Vente,5357.58,12,4,250k-500k,50-80 m²
200000.0,47,PERROS-GUIREC,22700,2023-03-22,Vente,4255.32,3,1,100k-250k,30-50 m²
265000.0,44,LE MANS,72000,2023-05-03,Vente,6022.73,5,2,250k-500k,30-50 m²
760000.0,80,ALBITRECCIA,20166,2023-07-27,Vente,9500.0,7,3,500k-1M,80-120 m²
337000.0,70,CHANTELOUP,50510,2023-03-31,Vente,4814.29,3,1,250k-500k,50-80 m²
467000.0,115,TOURS,37000,2023-06-22,Vente,4060.87,6,2,250k-500k,80-120 m²
65000.0,78,PLOUGONVEN,29640,2023-11-20,Vente,833.33,11,4,<100k,50-80 m²
125000.0,68,GAEL,35290,2023-11-24,Vente,1838.24,11,4,100k-250k,50-80 m²
190000.0,115,PORDIC,22590,2023-03-28,Vente,1652.17,3,1,100k-250k,80-120 m²
30000.0,25,MONTBRISON,42600,2023-08-03,Vente,1200.0,8,3,<100k,<30 m²
145000.0,68,HEM,59510,2023-09-12,Vente,2132.35,9,3,100k-250k,50-80 m²
271650.0,128,VAL-DE-VIRIEU,38730,2023-10-27,Vente,2122.27,10,4,250k-500k,>120 m²
35000.0,110,BRIORD,1470,2023-10-16,Vente,318.18,10,4,<100k,80-120 m²
90000.0,22,CHATELGUYON,63140,2023-01-31,Vente,4090.91,1,1,<100k,<30 m²
210000.0,85,SAINT-BARTHELEMY-D ANJOU,49124,2023-03-09,Vente,2470.59,3,1,100k-250k,80-120 m²
208774.0,36,PISEUX,27130,2023-05-12,Vente,5799.28,5,2,100k-250k,30-50 m²
269500.0,122,TARTAS,40400,2023-01-13,Vente,2209.02,1,1,250k-500k,>120 m²
236990.0,41,ALBY-SUR-CHERAN,74540,2023-02-16,Vente en l'état futur d'achèvement,5780.24,2,1,100k-250k,30-50 m²
400000.0,26,LA CIOTAT,13600,2023-03-30,Vente,15384.62,3,1,250k-500k,<30 m²
100000.0,91,MASSERAC,44290,2023-02-20,Vente,1098.9,2,1,100k-250k,80-120 m²
231300.0,56,YPORT,76111,2023-09-02,Vente,4130.36,9,3,100k-250k,50-80 m²
139000.0,124,ECOUCHE LES VALLEES,61150,2023-08-30,Vente,1120.97,8,3,100k-250k,>120 m²
250000.0,92,PELLERIN (LE),44640,2023-07-25,Vente,2717.39,7,3,250k-500k,80-120 m²
5474499.5,38,LE TAMPON,97430,2023-03-31,Vente,144065.78,3,1,>1M,30-50 m²
283500.0,39,ANTIBES,6600,2023-03-29,Vente,7269.23,3,1,250k-500k,30-50 m²
325000.0,53,CHATELAILLON-PLAGE,17340,2023-05-17,Vente,6132.08,5,2,250k-500k,50-80 m²
170000.0,68,SAINT-MACAIRE,33490,2023-08-31,Vente,2500.0,8,3,100k-250k,50-80 m²
850000.0,26,CERGY,95800,2023-01-16,Vente,32692.31,1,1,500k-1M,<30 m²
320000.0,26,PARIS 16,75016,2023-01-26,Vente,12307.69,1,1,250k-500k,<30 m²
126000.0,41,SALON-DE-PROVENCE,13300,2023-02-06,Vente,3073.17,2,1,100k-250k,30-50 m²
247300.0,120,CAUDIES DE FENOUILLEDES,66220,2023-06-27,Vente,2060.83,6,2,100k-250k,>120 m²
190000.0,110,HANCHES,28130,2023-12-06,Vente,1727.27,12,4,100k-250k,80-120 m²
221000.0,38,NANCY,54000,2023-12-11,Vente,5815.79,12,4,100k-250k,30-50 m²
231800.0,57,BEAUMONT DE LOMAGNE,82500,2023-03-24,Vente,4066.67,3,1,100k-250k,50-80 m²
245200.0,90,LANTA,31570,2023-05-29,Vente,2724.44,5,2,100k-250k,80-120 m²
245000.0,53,MASSY,91300,2023-04-19,Vente,4622.64,4,2,100k-250k,50-80 m²
245000.0,103,ASTIS,64450,2023-09-14,Vente,2378.64,9,3,100k-250k,80-120 m²
96000.0,53,VENDOME,41100,2023-07-24,Vente,1811.32,7,3,<100k,50-80 m²
237500.0,80,ANGLES,85750,2023-07-26,Vente,2968.75,7,3,100k-250k,80-120 m²
315534.0,265,CHEZELLES,36500,2023-06-02,Vente,1190.69,6,2,250k-500k,>120 m²
130000.0,48,LE BUGUE,24260,2023-09-25,Vente,2708.33,9,3,100k-250k,30-50 m²
307740.0,61,PALAISEAU,91120,2023-06-30,Vente,5044.92,6,2,250k-500k,50-80 m²
450000.0,97,SAINT-DENIS,93200,2023-04-25,Vente,4639.18,4,2,250k-500k,80-120 m²
350000.0,110,MOISSAC,82200,2023-05-12,Vente,3181.82,5,2,250k-500k,80-120 m²
1500000.0,30,AUBERVILLIERS,93300,2023-05-31,Vente,50000.0,5,2,>1M,30-50 m²
463250.0,115,QUINCAMPOIX,76230,2023-10-02,Vente,4028.26,10,4,250k-500k,80-120 m²
80000.0,57,LE HAVRE,76620,2023-03-13,Vente,1403.51,3,1,<100k,50-80 m²
60000.0,72,THOURIE,35134,2023-08-07,Vente,833.33,8,3,<100k,50-80 m²
30000.0,48,EYMET,24500,2023-05-23,Vente,625.0,5,2,<100k,30-50 m²
620000.0,30,MAUGUIO,34130,2023-10-17,Vente,20666.67,10,4,500k-1M,30-50 m²
55000.0,75,ROMAGNE,33760,2023-03-21,Vente,733.33,3,1,<100k,50-80 m²
244750.0,85,POMPORT,24240,2023-02-20,Vente,2879.41,2,1,100k-250k,80-120 m²
130000.0,20,PARIS 18,75018,2023-05-23,Vente,6500.0,5,2,100k-250k,<30 m²
220000.0,62,LE CANNET,6110,2023-09-05,Vente,3548.39,9,3,100k-250k,50-80 m²
52000.0,12,JUVISY SUR ORGE,91260,2023-05-22,Vente,4333.33,5,2,<100k,<30 m²
159304.0,80,BONNEVILLE,74130,2023-12-12,Vente,1991.3,12,4,100k-250k,80-120 m²
719770.0,150,BELFORT,90000,2023-04-26,Vente,4798.47,4,2,500k-1M,>120 m²
25000.0,62,RIOM,63200,2023-06-27,Vente,403.23,6,2,<100k,50-80 m²
14000.0,69,GRIGNY,91350,2023-11-08,Adjudication,202.9,11,4,<100k,50-80 m²
157000.0,107,VIC-FEZENSAC,32190,2023-02-27,Vente,1467.29,2,1,100k-250k,80-120 m²
71000.0,28,NIMES,30000,2023-03-03,Vente,2535.71,3,1,<100k,<30 m²
91000.0,111,DOUAI,59500,2023-08-28,Vente,819.82,8,3,<100k,80-120 m²
95000.0,70,ARMBOUTS-CAPPEL,59380,2023-05-25,Vente,1357.14,5,2,<100k,50-80 m²
277650.0,93,DOMLOUP,35410,2023-10-13,Vente,2985.48,10,4,250k-500k,80-120 m²
5400000.0,20,PARIS 14,75014,2023-12-22,Vente,270000.0,12,4,>1M,<30 m²
112000.0,54,SISTERON,4200,2023-07-10,Vente,2074.07,7,3,100k-250k,50-80 m²
320000.0,171,HARGICOURT,2420,2023-12-01,Vente,1871.35,12,4,250k-500k,>120 m²
340000.0,105,SAINT-ANDRE-DES-EAUX,44117,2023-10-09,Vente,3238.1,10,4,250k-500k,80-120 m²
152500.0,23,LYON 2EME,69002,2023-08-03,Vente,6630.43,8,3,100k-250k,<30 m²
240000.0,61,SAINT-JULIEN,83560,2023-08-01,Vente,3934.43,8,3,100k-250k,50-80 m²
205000.0,30,ROUGE,44660,2023-03-06,Vente,6833.33,3,1,100k-250k,30-50 m²
86000.0,67,VAL DE DROME,14350,2023-02-27,Vente,1283.58,2,1,<100k,50-80 m²
363450.0,78,PESSAC,33600,2023-06-01,Vente,4659.62,6,2,250k-500k,50-80 m²
245000.0,52,BUSSY-SAINT-GEORGES,77600,2023-03-07,Vente,4711.54,3,1,100k-250k,50-80 m²
196950.0,109,VALSONNE,69170,2023-05-11,Vente,1806.88,5,2,100k-250k,80-120 m²
360000.0,68,CHELLES,77500,2023-02-17,Vente en l'état futur d'achèvement,5294.12,2,1,250k-500k,50-80 m²
175000.0,50,VAUDOUE (LE),77123,2023-10-11,Vente,3500.0,10,4,100k-250k,50-80 m²
200000.0,61,SOULAC-SUR-MER,33780,2023-04-06,Vente,3278.69,4,2,100k-250k,50-80 m²
103000.0,32,OBJAT,19130,2023-03-31,Vente,3218.75,3,1,100k-250k,30-50 m²
135000.0,74,AUZOUER-EN-TOURAINE,37110,2023-03-15,Vente,1824.32,3,1,100k-250k,50-80 m²
659875.0,50,LEVALLOIS-PERRET,92300,2023-03-27,Vente en l'état futur d'achèvement,13197.5,3,1,500k-1M,50-80 m²
310000.0,67,VILLECRESNES,94440,2023-07-25,Vente,4626.87,7,3,250k-500k,50-80 m²
9000.0,36,LE CHEYLARD,7160,2023-02-24,Vente,250.0,2,1,<100k,30-50 m²
277900.0,57,COMBS LA VILLE,77380,2023-02-13,Vente en l'état futur d'achèvement,4875.44,2,1,250k-500k,50-80 m²
135000.0,45,REIMS,51100,2023-01-10,Vente,3000.0,1,1,100k-250k,30-50 m²
35000.0,43,CLANS,6420,2023-12-20,Vente,813.95,12,4,<100k,30-50 m²
4000000.0,39,LE MANS,72000,2023-12-21,Vente,102564.1,12,4,>1M,30-50 m²
349000.0,110,VOUREY,38210,2023-01-23,Vente,3172.73,1,1,250k-500k,80-120 m²
91500.0,28,SEYSSEL,74910,2023-10-26,Vente,3267.86,10,4,<100k,<30 m²
169900.0,100,LIMOGES,87100,2023-07-31,Vente,1699.0,7,3,100k-250k,80-120 m²
1200000.0,97,CHATEAUNEUF-LES-MARTIGUES,13220,2023-05-11,Vente,12371.13,5,2,>1M,80-120 m²
433050.0,88,LE PLESSIS-ROBINSON,92350,2023-07-19,Vente,4921.02,7,3,250k-500k,80-120 m²
330000.0,82,SAINT-POL-DE-LEON,29250,2023-05-02,Vente,4024.39,5,2,250k-500k,80-120 m²
491000.0,89,ANNEMASSE,74100,2023-05-17,Vente,5516.85,5,2,250k-500k,80-120 m²
160000.0,12,BEDARIEUX,34600,2023-04-25,Vente,13333.33,4,2,100k-250k,<30 m²
400000.0,60,ANGLET,64600,2023-03-02,Vente,6666.67,3,1,250k-500k,50-80 m²
215000.0,29,ST MAURICE,94410,2023-10-16,Vente,7413.79,10,4,100k-250k,<30 m²
265900.0,125,LOCHES,37600,2023-08-16,Vente,2127.2,8,3,250k-500k,>120 m²
457500.0,110,AURIOL,13390,2023-08-17,Vente,4159.09,8,3,250k-500k,80-120 m²
190000.0,106,COAT MEAL,29870,2023-03-08,Vente,1792.45,3,1,100k-250k,80-120 m²
120000.0,39,SAINT-BENOIT,97437,2023-11-23,Vente,3076.92,11,4,100k-250k,30-50 m²
490000.0,102,CHENS-SUR-LEMAN,74140,2023-07-11,Vente,4803.92,7,3,250k-500k,80-120 m²
158250.0,33,CHALIFERT,77144,2023-10-25,Vente,4795.45,10,4,100k-250k,30-50 m²
360000.0,88,LAMORLAYE,60260,2023-03-15,Vente,4090.91,3,1,250k-500k,80-120 m²
138000.0,60,NOYAL-PONTIVY,56920,2023-01-09,Vente,2300.0,1,1,100k-250k,50-80 m²
10000.0,121,MESLAY,14220,2023-12-11,Vente,82.64,12,4,<100k,>120 m²
173000.0,25,CARCASSONNE,11000,2023-02-15,Vente,6920.0,2,1,100k-250k,<30 m²
